"lr_pair","ligand_gene_symbol","receptor_gene_symbol","ligand_gene_id","receptor_gene_id","ligand_ensembl_protein_id","receptor_ensembl_protein_id","ligand_ensembl_gene_id","receptor_ensembl_gene_id","evidence"
"CALCB_RAMP3","CALCB","RAMP3",797,10268,"ENSP00000433490","ENSP00000242249","ENSG00000175868","ENSG00000122679","26423127"
"RLN3_RAMP3","RLN3","RAMP3",117579,10268,"ENSP00000397415","ENSP00000242249","ENSG00000171136","ENSG00000122679","32196115"
"GIP_RAMP3","GIP","RAMP3",2695,10268,"ENSP00000350005","ENSP00000242249","ENSG00000159224","ENSG00000122679","32196115"
"CRH_RAMP3","CRH","RAMP3",1392,10268,"ENSP00000276571","ENSP00000242249","ENSG00000147571","ENSG00000122679","32196115"
"INSL3_RAMP3","INSL3","RAMP3",3640,10268,"ENSP00000369017","ENSP00000242249","ENSG00000248099","ENSG00000122679","32196115"
"CD55_ADGRE5","CD55","ADGRE5",1604,976,"ENSP00000356030","ENSP00000242786","ENSG00000196352","ENSG00000123146","12417446"
"CALM2_PDE1B","CALM2","PDE1B",805,5153,"ENSP00000272298","ENSP00000243052","ENSG00000143933","ENSG00000123360","32196115"
"CALM1_PDE1B","CALM1","PDE1B",801,5153,"ENSP00000349467","ENSP00000243052","ENSG00000198668","ENSG00000123360","32196115"
"CALM3_PDE1B","CALM3","PDE1B",808,5153,"ENSP00000291295","ENSP00000243052","ENSG00000160014","ENSG00000123360","32196115"
"APOA2_LRP1","APOA2","LRP1",336,4035,"ENSP00000356969","ENSP00000243077","ENSG00000158874","ENSG00000123384","32196115"
"AGRN_LRP1","AGRN","LRP1",375790,4035,"ENSP00000368678","ENSP00000243077","ENSG00000188157","ENSG00000123384","32196115"
"GPC3_LRP1","GPC3","LRP1",2719,4035,"ENSP00000377836","ENSP00000243077","ENSG00000147257","ENSG00000123384","32196115"
"PDGFB_LRP1","PDGFB","LRP1",5155,4035,"ENSP00000330382","ENSP00000243077","ENSG00000100311","ENSG00000123384","11854294"
"A2M_LRP1","A2M","LRP1",2,4035,"ENSP00000323929","ENSP00000243077","ENSG00000175899","ENSG00000123384","10652313"
"APOC2_LRP1","APOC2","LRP1",344,4035,"ENSP00000466775","ENSP00000243077","ENSG00000234906","ENSG00000123384","32196115"
"SERPINA1_LRP1","SERPINA1","LRP1",5265,4035,"ENSP00000416066","ENSP00000243077","ENSG00000197249","ENSG00000123384","8626456"
"SERPINE2_LRP1","SERPINE2","LRP1",5270,4035,"ENSP00000415786","ENSP00000243077","ENSG00000135919","ENSG00000123384","14596620"
"HSPG2_LRP1","HSPG2","LRP1",3339,4035,"ENSP00000363827","ENSP00000243077","ENSG00000142798","ENSG00000123384","7526899"
"MMP13_LRP1","MMP13","LRP1",4322,4035,"ENSP00000260302","ENSP00000243077","ENSG00000137745","ENSG00000123384","10514495"
"APOE_LRP1","APOE","LRP1",348,4035,"ENSP00000252486","ENSP00000243077","ENSG00000130203","ENSG00000123384","11421580"
"PCSK9_LRP1","PCSK9","LRP1",255738,4035,"ENSP00000303208","ENSP00000243077","ENSG00000169174","ENSG00000123384","28495363"
"MMP9_LRP1","MMP9","LRP1",4318,4035,"ENSP00000361405","ENSP00000243077","ENSG00000100985","ENSG00000123384","11279011"
"HSP90B1_LRP1","HSP90B1","LRP1",7184,4035,"ENSP00000299767","ENSP00000243077","ENSG00000166598","ENSG00000123384","11290339"
"MDK_LRP1","MDK","LRP1",4192,4035,"ENSP00000385451","ENSP00000243077","ENSG00000110492","ENSG00000123384","26198319,32196115,32103204"
"PLAU_LRP1","PLAU","LRP1",5328,4035,"ENSP00000361850","ENSP00000243077","ENSG00000122861","ENSG00000123384","11560943"
"LRPAP1_LRP1","LRPAP1","LRP1",4043,4035,"ENSP00000421922","ENSP00000243077",NA,"ENSG00000123384","14596620"
"C3_LRP1","C3","LRP1",718,4035,"ENSP00000245907","ENSP00000243077","ENSG00000125730","ENSG00000123384","10608878"
"FCN2_LRP1","FCN2","LRP1",2220,4035,"ENSP00000291744","ENSP00000243077","ENSG00000160339","ENSG00000123384","21054788"
"THBS1_LRP1","THBS1","LRP1",7057,4035,"ENSP00000260356","ENSP00000243077","ENSG00000137801","ENSG00000123384","9045712"
"HSP90AA1_LRP1","HSP90AA1","LRP1",3320,4035,"ENSP00000335153","ENSP00000243077","ENSG00000080824","ENSG00000123384","31273033,30061663"
"APOA4_LRP1","APOA4","LRP1",337,4035,"ENSP00000350425","ENSP00000243077","ENSG00000110244","ENSG00000123384","32196115"
"CALR_LRP1","CALR","LRP1",811,4035,"ENSP00000320866","ENSP00000243077","ENSG00000179218","ENSG00000123384","14980518,22045000"
"C1QB_LRP1","C1QB","LRP1",713,4035,"ENSP00000313967","ENSP00000243077","ENSG00000173369","ENSG00000123384","11560994"
"C4BPA_LRP1","C4BPA","LRP1",722,4035,"ENSP00000356037","ENSP00000243077","ENSG00000123838","ENSG00000123384","11705989"
"VWF_LRP1","VWF","LRP1",7450,4035,"ENSP00000261405","ENSP00000243077","ENSG00000110799","ENSG00000123384","22234691"
"F8_LRP1","F8","LRP1",2157,4035,"ENSP00000353393","ENSP00000243077","ENSG00000185010","ENSG00000123384","11560943"
"CCN2_LRP1","CCN2","LRP1",1490,4035,"ENSP00000356954","ENSP00000243077","ENSG00000118523","ENSG00000123384","14585398"
"HPX_LRP1","HPX","LRP1",3263,4035,"ENSP00000265983","ENSP00000243077","ENSG00000110169","ENSG00000123384","31078524"
"APP_LRP1","APP","LRP1",351,4035,"ENSP00000284981","ENSP00000243077","ENSG00000142192","ENSG00000123384","12212791"
"LPL_LRP1","LPL","LRP1",4023,4035,"ENSP00000309757","ENSP00000243077",NA,"ENSG00000123384","7510694"
"LIPC_LRP1","LIPC","LRP1",3990,4035,"ENSP00000299022","ENSP00000243077","ENSG00000166035","ENSG00000123384","9716487"
"PF4_LRP1","PF4","LRP1",5196,4035,"ENSP00000296029","ENSP00000243077","ENSG00000163737","ENSG00000123384","20806113"
"PSAP_LRP1","PSAP","LRP1",5660,4035,"ENSP00000378394","ENSP00000243077","ENSG00000197746","ENSG00000123384","9707421"
"WNT3A_LRP1","WNT3A","LRP1",89780,4035,"ENSP00000284523","ENSP00000243077","ENSG00000154342","ENSG00000123384","14739301"
"NODAL_ACVR1C","NODAL","ACVR1C",4838,130399,"ENSP00000287139","ENSP00000243349","ENSG00000156574","ENSG00000123612","12606401"
"INHBB_ACVR1C","INHBB","ACVR1C",3625,130399,"ENSP00000295228","ENSP00000243349","ENSG00000163083","ENSG00000123612","15196700"
"TDGF1_ACVR1C","TDGF1","ACVR1C",6997,130399,"ENSP00000296145","ENSP00000243349","ENSG00000241186","ENSG00000123612","11485994"
"POMC_MC3R","POMC","MC3R",5443,4159,"ENSP00000384092","ENSP00000243911","ENSG00000115138","ENSG00000124089","10358030"
"ASIP_MC3R","ASIP","MC3R",434,4159,"ENSP00000454804","ENSP00000243911","ENSG00000101440","ENSG00000124089","9058374"
"AGRP_MC3R","AGRP","MC3R",181,4159,"ENSP00000290953","ENSP00000243911","ENSG00000159723","ENSG00000124089","9311920"
"IL9_IL9R","IL9","IL9R",3578,3581,"ENSP00000274520","ENSP00000244174","ENSG00000145839","ENSG00000124334","9535918"
"APP_PTGER2","APP","PTGER2",351,5732,"ENSP00000284981","ENSP00000245457","ENSG00000142192","ENSG00000125384","24069330"
"F12_CD93","F12","CD93",2161,22918,"ENSP00000253496","ENSP00000246006","ENSG00000131187","ENSG00000125810","11204562"
"COL4A3_CD93","COL4A3","CD93",1285,22918,"ENSP00000379823","ENSP00000246006","ENSG00000169031","ENSG00000125810","1377218"
"COL4A6_CD93","COL4A6","CD93",1288,22918,"ENSP00000378340","ENSP00000246006","ENSG00000197565","ENSG00000125810","1377218"
"COL4A5_CD93","COL4A5","CD93",1287,22918,"ENSP00000331902","ENSP00000246006","ENSG00000188153","ENSG00000125810","1377218"
"KNG1_CD93","KNG1","CD93",3827,22918,"ENSP00000265023","ENSP00000246006",NA,"ENSG00000125810","12213329"
"SFTPA2_CD93","SFTPA2","CD93",729238,22918,"ENSP00000361400","ENSP00000246006","ENSG00000185303","ENSG00000125810","9476117"
"COL4A2_CD93","COL4A2","CD93",1284,22918,"ENSP00000353654","ENSP00000246006","ENSG00000134871","ENSG00000125810","1377218"
"COL4A4_CD93","COL4A4","CD93",1286,22918,"ENSP00000379866","ENSP00000246006","ENSG00000081052","ENSG00000125810","9136074"
"MBL2_CD93","MBL2","CD93",4153,22918,"ENSP00000363079","ENSP00000246006","ENSG00000165471","ENSG00000125810","9476117"
"COL1A2_CD93","COL1A2","CD93",1278,22918,"ENSP00000297268","ENSP00000246006","ENSG00000164692","ENSG00000125810","1377218"
"COL4A1_CD93","COL4A1","CD93",1282,22918,"ENSP00000364979","ENSP00000246006","ENSG00000187498","ENSG00000125810","1377218"
"C1QA_CD93","C1QA","CD93",712,22918,"ENSP00000363773","ENSP00000246006","ENSG00000173372","ENSG00000125810","9476117"
"GNAI2_S1PR4","GNAI2","S1PR4",2771,8698,"ENSP00000312999","ENSP00000246115","ENSG00000114353","ENSG00000125910","32196115"
"KISS1_MMP24","KISS1","MMP24",3814,10893,"ENSP00000356162","ENSP00000246186","ENSG00000170498","ENSG00000125966","12879005"
"IGFL2_IGFLR1","IGFL2","IGFLR1",147920,79713,"ENSP00000395219","ENSP00000246532","ENSG00000204866","ENSG00000126246","21454693"
"IGFL1_IGFLR1","IGFL1","IGFLR1",374918,79713,"ENSP00000415823","ENSP00000246532","ENSG00000188293","ENSG00000126246","21454693"
"IGFL3_IGFLR1","IGFL3","IGFLR1",388555,79713,"ENSP00000344860","ENSP00000246532","ENSG00000188624","ENSG00000126246","21454693"
"CCL21_CCR7","CCL21","CCR7",6366,1236,"ENSP00000259607","ENSP00000246657","ENSG00000137077","ENSG00000126353","10699158"
"CCL19_CCR7","CCL19","CCR7",6363,1236,"ENSP00000308815","ENSP00000246657","ENSG00000172724","ENSG00000126353","24218476"
"HLA-B_CANX","HLA-B","CANX",3106,821,"ENSP00000399168","ENSP00000247461","ENSG00000234745","ENSG00000127022","7876141"
"TNFSF4_TRAF2","TNFSF4","TRAF2",7292,7186,"ENSP00000281834","ENSP00000247668","ENSG00000117586","ENSG00000127191","9418902"
"TNF_TRAF2","TNF","TRAF2",7124,7186,"ENSP00000398698","ENSP00000247668","ENSG00000232810","ENSG00000127191","12887920"
"FADD_TRAF2","FADD","TRAF2",8772,7186,"ENSP00000301838","ENSP00000247668","ENSG00000168040","ENSG00000127191","8565075"
"GSTP1_TRAF2","GSTP1","TRAF2",2950,7186,"ENSP00000381607","ENSP00000247668","ENSG00000084207","ENSG00000127191","16636664"
"F2_F2RL3","F2","F2RL3",2147,9002,"ENSP00000308541","ENSP00000248076","ENSG00000180210","ENSG00000127533","12732212"
"PMCH_MCHR1","PMCH","MCHR1",5367,2847,"ENSP00000332225","ENSP00000249016","ENSG00000183395","ENSG00000128285","10421368"
"GAL_GALR3","GAL","GALR3",51083,8484,"ENSP00000265643","ENSP00000249041","ENSG00000069482","ENSG00000128310","9722565"
"GALP_GALR3","GALP","GALR3",85569,8484,"ENSP00000349884","ENSP00000249041","ENSG00000197487","ENSG00000128310","9832121"
"NTNG2_LRRC4","NTNG2","LRRC4",84628,64101,"ENSP00000376921","ENSP00000249363","ENSG00000196358","ENSG00000128594","17973922"
"WNT4_SMO","WNT4","SMO",54361,6608,"ENSP00000290167","ENSP00000249373","ENSG00000162552","ENSG00000128602","32103204"
"BMP2_SMO","BMP2","SMO",650,6608,"ENSP00000368104","ENSP00000249373","ENSG00000125845","ENSG00000128602","32103204"
"SHH_SMO","SHH","SMO",6469,6608,"ENSP00000297261","ENSP00000249373","ENSG00000164690","ENSG00000128602","16867986"
"CCL5_ACKR4","CCL5","ACKR4",6352,51554,"ENSP00000474412","ENSP00000249887","ENSG00000271503","ENSG00000129048","21056554,12885941"
"CCL11_ACKR4","CCL11","ACKR4",6356,51554,"ENSP00000302234","ENSP00000249887","ENSG00000172156","ENSG00000129048","10734104"
"CCL21_ACKR4","CCL21","ACKR4",6366,51554,"ENSP00000259607","ENSP00000249887","ENSG00000137077","ENSG00000129048","23341447"
"CCL25_ACKR4","CCL25","ACKR4",6370,51554,"ENSP00000375086","ENSP00000249887","ENSG00000131142","ENSG00000129048","23341447"
"CCL7_ACKR4","CCL7","ACKR4",6354,51554,"ENSP00000367832","ENSP00000249887","ENSG00000108688","ENSG00000129048","10734104"
"CXCL13_ACKR4","CXCL13","ACKR4",10563,51554,"ENSP00000286758","ENSP00000249887","ENSG00000156234","ENSG00000129048","24218476,10706668"
"CCL19_ACKR4","CCL19","ACKR4",6363,51554,"ENSP00000308815","ENSP00000249887","ENSG00000172724","ENSG00000129048","23341447"
"CCL8_ACKR4","CCL8","ACKR4",6355,51554,"ENSP00000378118","ENSP00000249887","ENSG00000108700","ENSG00000129048","10734104"
"S100A9_CD68","S100A9","CD68",6280,968,"ENSP00000357727","ENSP00000250092","ENSG00000163220","ENSG00000129226","27312849"
"S100A8_CD68","S100A8","CD68",6279,968,"ENSP00000357722","ENSP00000250092","ENSG00000143546","ENSG00000129226","27312849"
"PDGFB_ART1","PDGFB","ART1",5155,417,"ENSP00000330382","ENSP00000250693","ENSG00000100311","ENSG00000129744","11498506"
"HLA-A_LILRA1","HLA-A","LILRA1",3105,11024,"ENSP00000379873","ENSP00000251372","ENSG00000206503","ENSG00000104974","21559424"
"HLA-C_LILRA1","HLA-C","LILRA1",3107,11024,"ENSP00000365402","ENSP00000251372","ENSG00000204525","ENSG00000104974","21270408"
"HLA-B_LILRA1","HLA-B","LILRA1",3106,11024,"ENSP00000399168","ENSP00000251372","ENSG00000234745","ENSG00000104974","19230061"
"AFDN_NECTIN2","AFDN","NECTIN2",4301,5819,"ENSP00000375960","ENSP00000252483","ENSG00000130396","ENSG00000130202","26198319,32196115"
"AGT_MAS1","AGT","MAS1",183,4142,"ENSP00000355627","ENSP00000252660","ENSG00000135744","ENSG00000130368","26198319,32196115"
"ADCYAP1_RAMP2","ADCYAP1","RAMP2",116,10266,"ENSP00000462647","ENSP00000253796","ENSG00000141433","ENSG00000131477","23745705"
"GHRH_RAMP2","GHRH","RAMP2",2691,10266,"ENSP00000362716","ENSP00000253796","ENSG00000118702","ENSG00000131477","32196115"
"CALCA_RAMP2","CALCA","RAMP2",796,10266,"ENSP00000331746","ENSP00000253796","ENSG00000110680","ENSG00000131477","16531504"
"ADM_RAMP2","ADM","RAMP2",133,10266,"ENSP00000436607","ENSP00000253796","ENSG00000148926","ENSG00000131477","9620797"
"CGA_RAMP2","CGA","RAMP2",1081,10266,"ENSP00000482232","ENSP00000253796","ENSG00000135346","ENSG00000131477","32196115"
"GCG_RAMP2","GCG","RAMP2",2641,10266,"ENSP00000387662","ENSP00000253796","ENSG00000115263","ENSG00000131477","32196115"
"TSHB_RAMP2","TSHB","RAMP2",7252,10266,"ENSP00000256592","ENSP00000253796","ENSG00000134200","ENSG00000131477","32196115"
"PTH2_RAMP2","PTH2","RAMP2",113091,10266,"ENSP00000270631","ENSP00000253796","ENSG00000142538","ENSG00000131477","32196115"
"AVP_RAMP2","AVP","RAMP2",551,10266,"ENSP00000369647","ENSP00000253796","ENSG00000101200","ENSG00000131477","32196115"
"VIP_RAMP2","VIP","RAMP2",7432,10266,"ENSP00000356213","ENSP00000253796","ENSG00000146469","ENSG00000131477","23745705"
"PTH_RAMP2","PTH","RAMP2",5741,10266,"ENSP00000282091","ENSP00000253796","ENSG00000152266","ENSG00000131477","32196115"
"ADM2_RAMP2","ADM2","RAMP2",79924,10266,"ENSP00000379087","ENSP00000253796","ENSG00000128165","ENSG00000131477","32196115"
"PTHLH_RAMP2","PTHLH","RAMP2",5744,10266,"ENSP00000441765","ENSP00000253796","ENSG00000087494","ENSG00000131477","32196115"
"NPS_RAMP2","NPS","RAMP2",594857,10266,"ENSP00000381105","ENSP00000253796","ENSG00000214285","ENSG00000131477","32196115"
"FSHB_RAMP2","FSHB","RAMP2",2488,10266,"ENSP00000416606","ENSP00000253796","ENSG00000131808","ENSG00000131477","32196115"
"POMC_RAMP2","POMC","RAMP2",5443,10266,"ENSP00000384092","ENSP00000253796","ENSG00000115138","ENSG00000131477","32196115"
"RLN2_RAMP2","RLN2","RAMP2",6019,10266,"ENSP00000371040","ENSP00000253796","ENSG00000107014","ENSG00000131477","32196115"
"CALCB_RAMP2","CALCB","RAMP2",797,10266,"ENSP00000433490","ENSP00000253796","ENSG00000175868","ENSG00000131477","26423127"
"RLN3_RAMP2","RLN3","RAMP2",117579,10266,"ENSP00000397415","ENSP00000253796","ENSG00000171136","ENSG00000131477","32196115"
"GIP_RAMP2","GIP","RAMP2",2695,10266,"ENSP00000350005","ENSP00000253796","ENSG00000159224","ENSG00000131477","32196115"
"CRH_RAMP2","CRH","RAMP2",1392,10266,"ENSP00000276571","ENSP00000253796","ENSG00000147571","ENSG00000131477","32196115"
"INSL3_RAMP2","INSL3","RAMP2",3640,10266,"ENSP00000369017","ENSP00000253796","ENSG00000248099","ENSG00000131477","32196115"
"CALCA_RAMP1","CALCA","RAMP1",796,10267,"ENSP00000331746","ENSP00000254661","ENSG00000110680","ENSG00000132329","9620797"
"ADM_RAMP1","ADM","RAMP1",133,10267,"ENSP00000436607","ENSP00000254661","ENSG00000148926","ENSG00000132329","15361343"
"VIP_RAMP1","VIP","RAMP1",7432,10267,"ENSP00000356213","ENSP00000254661","ENSG00000146469","ENSG00000132329","15361343"
"ADM2_RAMP1","ADM2","RAMP1",79924,10267,"ENSP00000379087","ENSP00000254661","ENSG00000128165","ENSG00000132329","12684503"
"CALCB_RAMP1","CALCB","RAMP1",797,10267,"ENSP00000433490","ENSP00000254661","ENSG00000175868","ENSG00000132329","12529937"
"GUCA2B_GUCY2D","GUCA2B","GUCY2D",2981,3000,"ENSP00000361662","ENSP00000254854","ENSG00000044012","ENSG00000132518","9698373"
"CLEC3A_CLEC10A","CLEC3A","CLEC10A",10143,10462,"ENSP00000299642","ENSP00000254868","ENSG00000166509","ENSG00000132514","32196115"
"SST_SSTR4","SST","SSTR4",6750,6754,"ENSP00000287641","ENSP00000255008","ENSG00000157005","ENSG00000132671","9784130"
"CORT_SSTR4","CORT","SSTR4",1325,6754,"ENSP00000366248","ENSP00000255008","ENSG00000241563","ENSG00000132671","10598788"
"NMS_NMUR2","NMS","NMUR2",129521,56923,"ENSP00000366061","ENSP00000255262","ENSG00000204640","ENSG00000132911","15635449"
"NMU_NMUR2","NMU","NMUR2",10874,56923,"ENSP00000264218","ENSP00000255262","ENSG00000109255","ENSG00000132911","10894543"
"ARF1_CHRM3","ARF1","CHRM3",375,1131,"ENSP00000440005","ENSP00000255380","ENSG00000143761","ENSG00000133019","12799371"
"VEGFC_LYVE1","VEGFC","LYVE1",7424,10894,"ENSP00000480043","ENSP00000256178","ENSG00000150630","ENSG00000133800","32196115"
"PCSK9_SORT1","PCSK9","SORT1",255738,6272,"ENSP00000303208","ENSP00000256637","ENSG00000169174","ENSG00000134243","24506872"
"NGF_SORT1","NGF","SORT1",4803,6272,"ENSP00000358525","ENSP00000256637","ENSG00000134259","ENSG00000134243","14985763"
"LRPAP1_SORT1","LRPAP1","SORT1",4043,6272,"ENSP00000421922","ENSP00000256637",NA,"ENSG00000134243","9013611"
"BDNF_SORT1","BDNF","SORT1",627,6272,"ENSP00000414303","ENSP00000256637","ENSG00000176697","ENSG00000134243","15987945"
"PSAP_SORT1","PSAP","SORT1",5660,6272,"ENSP00000378394","ENSP00000256637","ENSG00000197746","ENSG00000134243","32196115"
"DLK1_NOTCH2","DLK1","NOTCH2",8788,4853,"ENSP00000340292","ENSP00000256646","ENSG00000185559","ENSG00000134250","22353464"
"DLL1_NOTCH2","DLL1","NOTCH2",28514,4853,"ENSP00000355718","ENSP00000256646","ENSG00000198719","ENSG00000134250","10958687"
"MFNG_NOTCH2","MFNG","NOTCH2",4242,4853,"ENSP00000349490","ENSP00000256646","ENSG00000100060","ENSG00000134250","26198319,32196115"
"PSEN1_NOTCH2","PSEN1","NOTCH2",5663,4853,"ENSP00000326366","ENSP00000256646","ENSG00000080815","ENSG00000134250","26198319,32196115"
"ADAM10_NOTCH2","ADAM10","NOTCH2",102,4853,"ENSP00000260408","ENSP00000256646","ENSG00000137845","ENSG00000134250","24842903"
"APP_NOTCH2","APP","NOTCH2",351,4853,"ENSP00000284981","ENSP00000256646","ENSG00000142192","ENSG00000134250","16118793"
"JAG2_NOTCH2","JAG2","NOTCH2",3714,4853,"ENSP00000328169","ENSP00000256646","ENSG00000184916","ENSG00000134250","22353464"
"NGF_KIDINS220","NGF","KIDINS220",4803,57498,"ENSP00000358525","ENSP00000256707","ENSG00000134259","ENSG00000134313","32196115"
"HDC_HRH4","HDC","HRH4",3067,59340,"ENSP00000267845","ENSP00000256906","ENSG00000140287","ENSG00000134489","32196115"
"CCL16_HRH4","CCL16","HRH4",6360,59340,"ENSP00000478024","ENSP00000256906","ENSG00000275152","ENSG00000134489","15265943"
"GNAI2_MTNR1B","GNAI2","MTNR1B",2771,4544,"ENSP00000312999","ENSP00000257068","ENSG00000114353","ENSG00000134640","17215244"
"DSC3_DSG3","DSC3","DSG3",1825,1830,"ENSP00000353608","ENSP00000257189","ENSG00000134762","ENSG00000134757","27298358"
"DSC1_DSG3","DSC1","DSG3",1823,1830,"ENSP00000257198","ENSP00000257189","ENSG00000134765","ENSG00000134757","27298358"
"DSC3_DSG1","DSC3","DSG1",1825,1828,"ENSP00000353608","ENSP00000257192","ENSG00000134762","ENSG00000134760","27298358"
"DSC2_DSG1","DSC2","DSG1",1824,1828,"ENSP00000280904","ENSP00000257192","ENSG00000134755","ENSG00000134760","27298358"
"DSC1_DSG1","DSC1","DSG1",1823,1828,"ENSP00000257198","ENSP00000257192","ENSG00000134765","ENSG00000134760","27298358"
"PDGFC_PDGFRA","PDGFC","PDGFRA",56034,5156,"ENSP00000422464","ENSP00000257290","ENSG00000145431","ENSG00000134853","10806482"
"PDGFB_PDGFRA","PDGFB","PDGFRA",5155,5156,"ENSP00000330382","ENSP00000257290","ENSG00000100311","ENSG00000134853","15207811"
"PDGFD_PDGFRA","PDGFD","PDGFRA",80310,5156,"ENSP00000376865","ENSP00000257290","ENSG00000170962","ENSG00000134853","32196115"
"PDGFA_PDGFRA","PDGFA","PDGFRA",5154,5156,"ENSP00000346508","ENSP00000257290","ENSG00000197461","ENSG00000134853","15207811"
"FGF19_KLB","FGF19","KLB",9965,152831,"ENSP00000294312","ENSP00000257408","ENSG00000162344","ENSG00000134962","22442730"
"FGF21_KLB","FGF21","KLB",26291,152831,"ENSP00000471477","ENSP00000257408","ENSG00000105550","ENSG00000134962","22442730"
"LAMA1_NT5E","LAMA1","NT5E",284217,4907,"ENSP00000374309","ENSP00000257770","ENSG00000101680","ENSG00000135318","10470109"
"FN1_NT5E","FN1","NT5E",2335,4907,"ENSP00000346839","ENSP00000257770","ENSG00000115414","ENSG00000135318","9361795"
"CALM1_MIP","CALM1","MIP",801,4284,"ENSP00000349467","ENSP00000257979","ENSG00000198668",NA,"29972182"
"NMB_NMBR","NMB","NMBR",4828,4829,"ENSP00000378089","ENSP00000258042","ENSG00000197696","ENSG00000135577","10544247"
"EDA_EDAR","EDA","EDAR",1896,10913,"ENSP00000363680","ENSP00000258443","ENSG00000158813","ENSG00000135960","11039935"
"SEMA7A_PLXNC1","SEMA7A","PLXNC1",8482,10154,"ENSP00000261918","ENSP00000258526","ENSG00000138623","ENSG00000136040","10520995"
"LTA_RIPK1","LTA","RIPK1",4049,8737,"ENSP00000403495","ENSP00000259808","ENSG00000226979","ENSG00000137275","32103204"
"TNF_RIPK1","TNF","RIPK1",7124,8737,"ENSP00000398698","ENSP00000259808","ENSG00000232810","ENSG00000137275","32196115,32103204"
"CD14_RIPK1","CD14","RIPK1",929,8737,"ENSP00000304236","ENSP00000259808","ENSG00000170458","ENSG00000137275","32196115"
"CALR_HLA-F","CALR","HLA-F",811,3134,"ENSP00000320866","ENSP00000259951","ENSG00000179218","ENSG00000204642","32196115"
"B2M_HLA-F","B2M","HLA-F",567,3134,"ENSP00000452780","ENSP00000259951",NA,"ENSG00000204642","11169396"
"HMGB1_TLR2","HMGB1","TLR2",3146,7097,"ENSP00000345347","ENSP00000260010","ENSG00000189403","ENSG00000137462","20192808"
"CCN1_TLR2","CCN1","TLR2",3491,7097,"ENSP00000398736","ENSP00000260010","ENSG00000142871","ENSG00000137462","32144270"
"HSP90B1_TLR2","HSP90B1","TLR2",7184,7097,"ENSP00000299767","ENSP00000260010","ENSG00000166598","ENSG00000137462","11912201"
"BGN_TLR2","BGN","TLR2",633,7097,"ENSP00000327336","ENSP00000260010","ENSG00000182492","ENSG00000137462","16025156"
"SAA1_TLR2","SAA1","TLR2",6288,7097,"ENSP00000384906","ENSP00000260010","ENSG00000173432","ENSG00000137462","26290589"
"VCAN_TLR2","VCAN","TLR2",1462,7097,"ENSP00000265077","ENSP00000260010","ENSG00000038427","ENSG00000137462","19122641"
"ZG16B_TLR2","ZG16B","TLR2",124220,7097,"ENSP00000371715","ENSP00000260010","ENSG00000162078","ENSG00000137462","20802527"
"HRAS_TLR2","HRAS","TLR2",3265,7097,"ENSP00000407586","ENSP00000260010","ENSG00000174775","ENSG00000137462","26198319,32196115"
"SFTPA1_TLR2","SFTPA1","TLR2",653509,7097,"ENSP00000397082","ENSP00000260010","ENSG00000122852","ENSG00000137462","11724772"
"RNASE2_TLR2","RNASE2","TLR2",6036,7097,"ENSP00000303276","ENSP00000260010","ENSG00000169385","ENSG00000137462","18195069"
"CCN6_SORL1","CCN6","SORL1",8838,6653,"ENSP00000357655","ENSP00000260197","ENSG00000112761","ENSG00000137642","32103204"
"MDK_SORL1","MDK","SORL1",4192,6653,"ENSP00000385451","ENSP00000260197","ENSG00000110492","ENSG00000137642","32103204"
"LRPAP1_SORL1","LRPAP1","SORL1",4043,6653,"ENSP00000421922","ENSP00000260197",NA,"ENSG00000137642","11557679"
"APP_SORL1","APP","SORL1",351,6653,"ENSP00000284981","ENSP00000260197","ENSG00000142192","ENSG00000137642","24833601"
"L1CAM_ITGAV","L1CAM","ITGAV",3897,3685,"ENSP00000359077","ENSP00000261023","ENSG00000198910","ENSG00000138448","10871287"
"TNC_ITGAV","TNC","ITGAV",3371,3685,"ENSP00000265131","ENSP00000261023","ENSG00000041982","ENSG00000138448","32196115"
"PLAU_ITGAV","PLAU","ITGAV",5328,3685,"ENSP00000361850","ENSP00000261023","ENSG00000122861","ENSG00000138448","32196115"
"EDIL3_ITGAV","EDIL3","ITGAV",10085,3685,"ENSP00000296591","ENSP00000261023","ENSG00000164176","ENSG00000138448","11959660"
"COL4A6_ITGAV","COL4A6","ITGAV",1288,3685,"ENSP00000378340","ENSP00000261023","ENSG00000197565","ENSG00000138448","32196115"
"COL4A5_ITGAV","COL4A5","ITGAV",1287,3685,"ENSP00000331902","ENSP00000261023","ENSG00000188153","ENSG00000138448","32196115"
"SPP1_ITGAV","SPP1","ITGAV",6696,3685,"ENSP00000378517","ENSP00000261023","ENSG00000118785","ENSG00000138448","10835423"
"NID1_ITGAV","NID1","ITGAV",4811,3685,"ENSP00000264187","ENSP00000261023","ENSG00000116962","ENSG00000138448","9686320"
"PDGFB_ITGAV","PDGFB","ITGAV",5155,3685,"ENSP00000330382","ENSP00000261023","ENSG00000100311","ENSG00000138448","32196115"
"ICAM4_ITGAV","ICAM4","ITGAV",3386,3685,"ENSP00000342114","ENSP00000261023","ENSG00000105371","ENSG00000138448","15355350"
"COL4A4_ITGAV","COL4A4","ITGAV",1286,3685,"ENSP00000379866","ENSP00000261023","ENSG00000081052","ENSG00000138448","32196115"
